id,menus_appeared,true_menus_count
139262,8,5
139263,9,7
139267,5,3
139269,4,2
139272,3,2
139431,2,1
139437,5,4
139445,9,7
139449,2,1
139455,5,2
139470,2,1
139484,2,1
139566,4,3
139766,5,4
139833,2,1
139834,2,1
139908,2,1
139924,2,1
140005,5,3
140012,3,2
140022,2,1
140098,2,1
140102,2,1
140105,2,1
140117,3,2
140119,2,1
140172,2,1
140180,2,1
140187,4,3
140221,2,1
140229,2,1
140232,2,1
140282,4,3
140421,2,1
140482,2,1
140500,3,2
140519,2,1
140538,3,2
140545,2,1
140547,2,1
140625,2,1
140645,2,1
140705,2,1
140738,2,1
140834,4,3
140868,4,3
140901,27,24
140946,17,16
141018,2,1
141051,3,2
141108,15,11
141133,2,1
141181,4,2
141182,4,2
141183,4,2
141184,2,1
141185,4,2
141223,2,1
141225,2,1
141231,2,1
141248,2,1
141251,2,1
141253,2,1
141304,2,1
141307,2,1
141316,13,9
141390,2,1
141510,6,5
141558,2,1
141612,5,4
141621,5,4
141685,2,1
141794,2,1
141818,2,1
141997,3,2
141998,3,2
142001,3,2
142003,5,4
142004,4,3
142005,4,3
142040,2,1
142041,2,1
142052,2,1
142062,2,1
142067,2,1
142081,2,1
142086,2,1
142088,2,1
142095,2,1
142109,2,1
142115,2,1
142121,2,1
142125,2,1
142131,2,1
142136,2,1
142137,2,1
142139,2,1
142142,3,2
142144,2,1
142168,4,3
142190,2,1
142195,2,1
142218,2,1
142223,2,1
142229,3,1
142235,2,1
142236,2,1
142597,7,6
142788,3,2
142842,26,24
142871,2,1
142879,2,1
142883,2,1
142897,10,9
142948,7,4
142958,4,3
143036,2,1
143060,8,3
143070,16,15
143098,8,7
143102,2,1
143151,7,5
143154,8,5
143200,3,2
143201,9,6
143288,2,1
143396,5,4
143499,3,1
143802,2,1
143803,2,1
143804,2,1
143805,2,1
143806,2,1
143807,2,1
143808,2,1
143809,2,1
143810,10,9
143812,2,1
143813,2,1
143821,4,3
143866,2,1
143867,2,1
143868,2,1
143889,2,1
143890,2,1
143911,2,1
143913,2,1
143914,2,1
143915,2,1
143920,2,1
144022,2,1
144023,2,1
144024,2,1
144030,2,1
144059,2,1
144088,2,1
144089,2,1
144091,2,1
144093,2,1
144097,2,1
144099,2,1
144106,2,1
144279,4,3
144324,7,6
144347,2,1
144357,2,1
144362,2,1
144644,3,2
144692,3,2
144753,72,71
144880,2,1
144886,2,1
144898,4,3
144902,2,1
144903,2,1
144953,2,1
144954,2,1
144974,54,40
144991,2,1
144996,6,3
144997,2,1
144998,2,1
144999,2,1
145000,2,1
145001,2,1
145002,2,1
145003,2,1
145007,2,1
145008,2,1
145009,3,2
145011,2,1
145014,2,1
145067,2,1
145170,31,24
145180,2,1
145186,3,2
145275,4,3
145342,5,4
145606,7,5
145608,9,6
145609,10,6
145613,9,7
145629,38,36
145637,2,1
145639,2,1
145688,2,1
145774,2,1
145775,10,7
145920,6,5
146087,8,5
146106,2,1
146136,2,1
146144,7,6
146159,11,10
146250,3,2
146396,4,3
146405,5,4
146432,2,1
146437,2,1
146526,2,1
146560,23,13
146662,11,9
146710,4,3
146771,6,4
146777,2,1
146782,6,5
146788,6,3
146790,2,1
146804,2,1
146826,2,1
146831,4,3
146833,2,1
146834,2,1
146835,2,1
146840,4,3
146841,2,1
146844,1,2
146846,4,3
146851,6,5
146860,5,4
146873,6,5
146875,8,6
146896,5,4
146900,5,4
146901,5,4
146904,2,1
146915,4,3
146976,10,8
147133,18,16
147229,12,11
147278,4,3
147287,9,8
147317,3,2
147390,5,4
147391,8,6
147407,8,7
147441,11,10
147523,27,28
147647,11,9
147771,6,5
147810,46,40
147874,8,6
147885,4,3
147924,7,6
148000,3,2
148007,11,10
148043,14,13
148058,2,1
148091,4,1
148120,2,1
148123,2,1
148124,2,1
148184,2,1
148206,5,3
148357,2,1
148360,2,1
148369,2,1
148373,2,1
148491,2,1
148503,5,3
148535,19,17
148623,14,11
148894,2,1
148971,2,1
149002,4,3
149019,4,3
149095,2,1
149105,8,7
149145,3,2
149183,4,3
149341,16,15
149351,2,1
149354,3,1
149355,2,1
149357,6,5
149362,4,3
149407,2,1
149458,4,3
149529,7,6
149614,2,1
149680,4,3
149724,10,8
149745,3,1
149759,2,1
149763,2,1
149784,10,9
149795,7,6
149983,4,1
150152,2,1
150182,2,1
150235,72,71
150270,41,40
150303,27,26
150337,2,1
150339,2,1
150353,2,1
150449,5,4
150525,3,2
150550,27,25
150553,19,15
150571,3,2
150612,5,4
150636,2,1
150637,2,1
150639,3,2
150645,3,2
150648,2,1
150650,3,2
150652,4,3
150653,2,1
150656,2,1
150661,2,1
150662,2,1
150663,2,1
150664,2,1
150704,19,18
150718,2,1
150755,5,4
150769,7,6
150825,24,22
150885,4,2
150897,3,2
150899,2,1
150912,11,10
150922,13,12
150927,4,3
150986,7,6
150990,2,1
150997,3,1
150998,2,1
150999,2,1
151002,2,1
151003,2,1
151004,2,1
151005,4,3
151006,2,1
151022,4,3
151025,2,1
151031,3,2
151032,2,1
151034,2,1
151036,2,1
151094,4,3
151095,2,1
151100,2,1
151101,2,1
151102,5,4
151130,3,2
151156,3,2
151184,2,1
151329,5,4
151358,6,5
151361,2,1
151365,2,1
151376,4,2
151500,2,1
151557,35,34
151674,2,1
151676,2,1
151714,4,3
151716,4,3
151821,3,2
151843,4,3
151943,5,4
151946,5,4
152017,2,1
152133,4,3
152216,60,57
152226,3,2
152334,2,1
152353,2,1
152401,2,1
152424,7,6
152528,2,1
152682,2,1
152705,3,2
152915,5,4
153074,6,5
153334,3,2
153398,2,1
153474,2,1
153499,2,1
153595,4,2
153607,2,1
153609,2,1
153614,2,1
153615,2,1
153618,2,1
153620,3,2
153621,2,1
153739,4,2
153740,3,2
153742,2,1
153743,3,2
153748,4,2
153754,3,2
153758,3,2
153764,4,2
153790,7,2
153798,5,4
153806,2,1
153854,2,1
153857,2,1
153903,2,1
153905,2,1
153945,5,4
153968,2,1
153990,2,1
153991,2,1
153992,2,1
153993,2,1
153998,2,1
154007,2,1
154033,2,1
154153,2,1
154219,2,1
154293,2,1
154302,2,1
154411,2,1
154419,7,6
154436,3,2
154446,3,2
154450,5,4
154474,2,1
154627,3,1
154682,4,3
154683,2,1
154721,3,1
154760,2,1
154801,3,1
154975,2,1
155006,2,1
155009,2,1
155021,2,1
155025,2,1
155049,2,1
155216,12,6
155227,2,1
155264,2,1
155408,11,8
155419,2,1
155421,2,1
155462,2,1
155491,2,1
155507,2,1
155509,2,1
155511,2,1
155512,2,1
155558,4,3
155639,2,1
155640,2,1
155645,2,1
155646,2,1
155647,2,1
155690,2,1
155693,7,6
155710,8,7
155772,3,2
155786,6,5
155892,3,2
156079,3,1
156199,15,13
156215,2,1
156218,2,1
156268,3,1
156276,3,1
156282,2,1
156288,2,1
156297,2,1
156299,2,1
156352,4,3
156397,23,21
156481,2,1
156500,6,2
156501,5,3
156516,5,4
156632,2,1
156710,3,1
156750,3,2
156762,2,1
156764,2,1
156768,4,3
156770,4,1
156771,4,2
156883,2,1
156908,2,1
156956,5,3
156959,2,1
156960,3,2
156984,2,1
157188,2,1
157211,2,1
157240,2,1
157242,2,1
157247,4,3
157300,2,1
157302,2,1
157305,2,1
157313,2,1
157327,7,1
157329,7,1
157335,2,1
157336,2,1
157337,2,1
157351,2,1
157352,2,1
157423,2,1
157435,3,2
157443,19,18
157478,2,1
157480,2,1
157483,2,1
157567,4,2
157569,2,1
157571,2,1
157572,2,1
157613,2,1
157633,45,44
157634,4,3
158017,3,2
158018,12,4
158313,8,2
158383,9,10
158429,3,4
158476,5,6
158484,8,7
158485,19,20
158490,3,2
158581,3,2
158675,2,1
158681,2,1
158748,6,5
158761,3,2
158852,2,1
158868,2,1
158905,3,1
158938,3,2
159091,14,12
159118,3,2
159169,2,1
159178,2,1
159181,2,1
159218,2,1
159235,2,1
159239,4,2
159241,2,1
159242,4,2
159243,4,2
159414,2,1
159422,2,1
159607,4,3
159621,2,1
159675,2,1
159754,2,1
159805,4,3
159807,2,1
159814,2,1
159835,2,1
159938,2,1
159939,2,1
159940,2,1
159945,2,1
159947,2,1
159949,2,1
159958,4,2
159959,3,2
159960,2,1
159962,2,1
159964,4,3
159971,4,2
159973,2,1
159988,2,1
159989,2,1
159990,4,2
159991,2,1
159993,7,2
159996,2,1
160036,2,1
160044,3,1
160128,2,1
160130,2,1
160134,2,1
160135,2,1
160137,2,1
160138,2,1
160140,2,1
160142,3,1
160143,2,1
160144,2,1
160145,2,1
160146,2,1
160147,2,1
160149,2,1
160150,2,1
160153,2,1
160154,2,1
160156,2,1
160158,2,1
160159,2,1
160276,2,1
160374,2,1
160382,2,1
160386,2,1
160391,3,2
160554,2,1
160561,2,1
160670,3,2
160735,2,1
160894,2,1
160983,3,2
161003,2,1
161262,2,1
161376,11,10
161425,2,1
161446,2,1
161455,2,1
161557,2,1
161626,3,2
161640,5,4
161655,2,1
161692,3,2
161751,2,1
161855,3,2
161890,2,1
162068,2,1
162215,2,1
162216,2,1
162219,2,1
162221,2,1
162306,3,1
162352,2,1
162436,3,2
162480,2,1
162505,3,1
162588,3,1
162790,5,4
162796,9,6
162867,3,2
162940,2,1
163929,2,1
164186,2,1
164188,3,2
164190,2,1
164191,2,1
164192,2,1
164193,2,1
164194,2,1
164196,2,1
164197,2,1
164198,3,2
164200,2,1
164202,2,1
164353,2,1
164355,2,1
164364,4,2
164631,2,1
165081,2,1
165587,2,1
165659,2,1
165660,2,1
165662,2,1
165717,2,1
165795,2,1
165797,2,1
165824,2,1
165854,2,1
165857,2,1
165858,2,1
165859,2,1
165860,2,1
165936,5,4
165986,4,3
166068,2,1
166074,2,1
166107,7,5
166206,2,1
166210,2,1
166211,2,1
166288,3,2
166570,5,4
166603,3,2
166780,4,2
166782,4,2
166800,4,1
167093,2,1
167108,4,3
167123,3,2
167140,2,1
167176,2,1
167254,3,2
167280,2,1
167283,2,1
167284,2,1
167285,2,1
167288,2,1
167293,2,1
167296,2,1
167439,2,1
167556,2,1
167803,2,1
167807,2,1
167863,4,1
167904,2,1
168006,4,3
168089,11,9
168147,2,1
168176,2,1
168310,2,1
168311,2,1
168312,2,1
168313,2,1
168316,2,1
168317,2,1
168318,2,1
168319,2,1
168434,2,1
168435,2,1
168436,2,1
168438,2,1
168439,2,1
168440,2,1
168441,2,1
168442,2,1
168444,2,1
168445,2,1
168446,2,1
168447,2,1
168448,2,1
168449,2,1
168451,2,1
168453,2,1
168454,2,1
168456,2,1
168457,2,1
168458,2,1
168459,2,1
168460,2,1
168461,2,1
168482,3,2
168555,2,1
168583,2,1
168589,2,1
168641,2,1
168642,2,1
168643,2,1
168644,2,1
168645,2,1
168646,2,1
168647,2,1
168648,2,1
168649,2,1
168650,2,1
168652,2,1
168653,2,1
168655,2,1
168658,2,1
168659,2,1
168660,2,1
168700,2,1
168827,2,1
168900,2,1
168921,3,1
168945,2,1
168972,4,3
169014,5,4
169143,2,1
169144,2,1
169145,2,1
169146,2,1
169291,3,2
169334,4,2
169981,3,2
169987,2,1
170177,8,7
170250,2,1
170329,3,2
170335,2,1
170337,2,1
170338,2,1
170467,2,1
170533,2,1
170609,7,6
170653,2,1
170667,4,3
170670,2,1
170684,2,1
170692,2,1
170694,2,1
170696,2,1
170707,6,5
170758,2,1
170771,4,3
171292,3,2
171295,2,1
171301,2,1
171306,2,1
171545,2,1
171568,2,1
171824,2,1
171832,2,1
171833,2,1
171834,2,1
171835,2,1
171838,2,1
171839,2,1
171843,2,1
171889,4,2
171896,2,1
171929,2,1
171936,2,1
172049,5,4
172239,2,1
172251,2,1
172267,3,2
172297,2,1
172300,2,1
172471,2,1
172480,2,1
172549,2,1
172678,33,34
172680,5,1
172683,4,1
172734,2,1
172739,3,1
172751,2,1
172763,2,1
172777,2,1
172846,2,1
172904,2,1
172905,2,1
172907,2,1
172914,2,1
172992,2,1
173001,4,3
173073,3,2
173315,6,5
173348,2,1
173466,3,2
173855,2,1
173887,2,1
174016,2,1
174082,6,4
174143,2,1
174189,29,23
174252,2,1
174283,2,1
174285,2,1
174286,2,1
174292,2,1
174293,2,1
174294,2,1
174342,2,1
174372,2,1
174395,2,1
174396,2,1
174545,2,1
174981,2,1
175097,2,1
175110,2,1
175266,2,1
175275,15,14
175521,2,1
175524,2,1
175528,2,1
175529,2,1
175545,13,11
175715,2,1
175979,4,3
176046,2,1
176047,3,2
176676,5,2
176739,4,3
176877,3,2
176925,5,4
176951,5,3
176970,4,2
177069,4,2
177175,2,1
177178,2,1
177180,2,1
177181,2,1
177184,2,1
177187,2,1
177189,2,1
177190,2,1
177193,2,1
177228,2,1
177533,3,2
177537,4,2
177594,3,2
177667,4,3
177702,4,2
177782,2,1
178025,2,1
178126,2,1
178219,2,1
178608,5,2
178626,2,1
178641,2,1
178752,2,1
178828,8,6
178842,2,1
178884,2,1
178887,54,2
178892,10,1
178893,4,1
178896,2,1
178899,2,1
178900,3,1
178901,2,1
178909,2,1
178925,3,1
178927,2,1
179483,2,1
179484,2,1
179486,2,1
179927,2,1
179970,2,1
180003,3,2
180198,2,1
180700,2,1
180727,2,1
180747,2,1
181271,2,1
181527,8,7
181568,2,1
181862,2,1
181867,2,1
181877,2,1
181880,2,1
181884,2,1
181888,2,1
181893,2,1
181897,2,1
181901,2,1
181905,2,1
181942,2,1
182210,3,2
182301,18,11
182314,10,9
182330,4,3
182341,4,3
182376,32,28
182494,2,1
182495,2,1
182496,2,1
182520,17,16
182545,34,33
182547,6,5
182550,7,4
182551,5,3
182554,21,15
182555,18,15
182556,4,3
182557,2,1
182559,2,1
182572,6,5
182573,3,2
182576,7,8
182602,3,2
182603,9,5
182605,4,3
182612,3,2
182698,2,1
182727,5,3
182732,7,6
182734,2,1
182737,18,17
182740,13,12
182796,3,2
182818,28,19
182820,18,17
182842,12,10
182879,28,27
182888,9,8
182893,4,3
182942,5,4
182962,8,4
183005,4,2
183024,3,2
183076,9,8
183086,2,1
183157,7,6
183162,14,13
183175,2,1
183180,2,1
183188,2,1
183214,4,3
183217,2,1
183218,2,1
183219,3,2
183243,9,8
183270,9,8
183280,2,1
183293,2,1
183298,11,7
183316,3,2
183319,2,1
183334,2,1
183365,2,1
183379,2,1
183407,4,3
183445,10,7
183446,10,7
183449,8,6
183455,13,10
183518,3,2
183522,19,18
183556,2,1
183577,6,5
183782,4,3
183795,5,4
183796,4,3
183799,4,3
183802,5,4
183803,5,4
183805,4,3
183807,5,4
183808,6,4
183812,4,3
183874,9,6
183962,2,1
184070,7,6
184093,3,2
184139,15,14
184151,9,7
184166,4,3
184168,4,3
184170,4,3
184178,4,2
184181,3,2
184184,5,3
184185,4,2
184186,5,3
184188,7,5
184209,2,1
184250,3,2
184333,7,6
184341,9,8
184349,7,5
184372,6,5
184377,2,1
184385,2,1
184414,15,14
184419,7,6
184435,15,10
184442,19,18
184459,7,6
184460,7,6
184461,7,6
184463,4,3
184489,2,1
184490,2,1
184527,6,5
184575,4,3
184577,3,2
184613,6,5
184643,2,1
184667,17,16
184673,7,6
184686,9,8
184738,8,7
184850,2,1
184923,7,6
184942,12,8
184979,7,5
185003,2,1
185005,14,13
185032,11,10
185063,52,47
185088,8,6
185101,22,21
185104,3,2
185127,5,3
185130,4,3
185135,3,2
185167,6,4
185221,3,2
185229,2,1
185340,10,8
185344,11,4
185394,2,1
185396,11,10
185402,32,4
185470,50,43
185532,12,10
185653,2,1
185657,3,1
185675,3,2
185684,2,1
185686,2,1
185700,4,3
185701,3,2
185706,2,1
185764,2,1
185768,6,4
185827,2,1
185833,13,12
185834,8,6
185839,2,1
185908,8,6
185909,2,1
185951,2,1
185956,7,5
185969,19,18
185981,5,4
186017,2,1
186018,2,1
186080,6,4
186089,7,6
186092,9,6
186096,3,2
186117,18,19
186133,4,3
186134,3,2
186166,8,7
186226,2,1
186316,3,2
186341,3,2
186357,7,6
186505,2,1
186506,2,1
186507,2,1
186519,27,26
186534,2,1
186535,2,1
186539,3,1
186540,2,1
186542,2,1
186552,5,4
186597,9,8
186685,3,2
186689,5,4
186736,2,1
186740,13,7
186804,2,1
186807,2,1
186808,2,1
186885,3,2
186888,3,2
186900,3,2
186939,2,1
186943,2,1
186956,2,1
186957,2,1
186958,2,1
186962,2,1
186963,2,1
186964,2,1
186966,2,1
186970,2,1
186991,10,9
187047,3,2
187065,2,1
187144,3,2
187154,6,5
187197,2,1
187198,3,1
187209,2,1
187244,2,1
187368,2,1
187405,10,3
187407,14,13
187433,6,5
187434,5,4
187454,3,2
187464,5,4
187475,7,6
187543,2,1
187544,6,4
187546,2,1
187560,4,3
187616,8,7
187698,4,3
187707,18,8
187708,0,1
187789,6,5
187823,7,6
187826,2,1
187837,7,6
187838,6,5
187874,4,3
187909,3,2
187980,6,5
188033,2,1
188076,2,1
188091,6,5
188404,3,2
188443,8,7
188444,3,2
188495,15,10
188511,3,2
188583,2,1
188585,2,1
188592,2,1
188625,8,7
188686,9,7
188821,18,17
188834,6,5
188853,2,1
188876,9,8
188955,3,2
188958,3,2
188996,3,2
189065,2,1
189072,2,1
189074,12,11
189082,28,26
189091,3,2
189171,2,1
189229,3,2
189245,2,1
189376,25,23
189387,7,6
189413,2,1
189418,2,1
189442,2,1
189489,3,2
189490,2,1
189528,3,1
189547,3,2
189550,6,3
189551,3,2
189659,2,1
189673,3,2
189738,11,10
189745,1,2
189764,3,2
189779,9,8
189787,3,2
189793,2,1
189795,11,12
189799,8,7
189806,2,1
189808,2,1
189810,2,1
189815,3,2
189817,2,1
189821,2,1
189851,2,1
189949,3,2
189956,2,1
189962,2,1
189970,2,1
190013,3,2
190016,2,1
190124,6,7
190242,2,1
190243,2,1
190248,2,1
190257,2,1
190266,3,4
190293,2,3
190310,5,4
190313,4,5
190342,6,5
190343,2,1
190384,7,5
190463,5,6
190627,3,2
190651,9,4
190691,6,4
190695,9,7
190732,5,4
190733,6,5
190770,4,3
190861,3,2
190918,2,1
190975,8,4
191051,7,4
191052,3,2
191087,8,7
191125,9,8
191126,7,5
191406,13,9
191455,5,1
191457,2,1
191461,5,1
191468,2,1
191503,7,6
191508,2,1
191586,30,26
191590,12,7
191656,2,1
191682,2,1
191692,5,4
191700,18,11
191745,6,5
191884,21,14
191907,4,2
191912,4,2
191919,2,1
191930,3,2
191938,2,1
191940,12,3
191943,10,3
191944,3,2
191953,2,1
191955,3,1
191969,4,1
191991,15,10
191994,2,1
191995,2,1
191999,2,1
192011,2,1
192014,2,1
192045,3,2
192070,4,3
192081,6,7
192082,7,8
192182,4,3
192237,4,2
192243,2,1
192258,2,1
192371,3,2
192395,2,1
192490,21,18
192569,2,1
192618,2,1
192650,2,1
192733,2,1
192763,2,1
192853,3,2
192887,2,1
192891,2,1
192894,3,1
192959,2,1
192962,4,2
192965,4,2
193017,2,1
193023,3,2
193043,2,1
193118,3,1
193146,2,1
193147,2,1
193174,5,4
193180,12,13
193188,3,1
193189,4,1
193190,2,1
193205,4,3
193212,2,1
193214,8,6
193216,2,1
193222,2,1
193244,3,2
193518,4,2
193537,2,1
193696,2,1
193698,2,1
193700,2,1
193734,4,3
193874,2,1
193966,2,1
193970,2,1
193973,2,1
193988,4,2
194041,2,1
194061,2,1
194065,4,3
194066,2,1
194094,2,1
194109,2,1
194110,2,1
194157,11,10
194193,3,1
194196,3,1
194197,4,3
194213,79,69
194214,35,33
194217,56,49
194237,2,1
194266,3,2
194324,2,1
194332,2,1
194335,4,2
194359,3,1
194468,3,2
194499,7,6
194570,4,3
194572,19,16
194584,2,1
194618,2,1
194649,2,1
194660,2,1
194756,11,10
194777,2,1
194783,4,2
194791,14,10
194793,2,1
194795,2,1
194798,3,2
194802,31,26
194815,21,16
194873,2,1
194915,2,1
194933,4,2
194951,5,3
195051,9,6
195148,11,5
195158,8,7
195199,2,1
195249,4,3
195253,2,1
195255,4,3
195334,4,3
195355,5,4
195421,6,5
195427,2,1
195438,2,1
195441,2,1
195556,2,1
195599,2,1
195661,4,3
195701,2,1
195751,9,5
195805,2,1
195809,2,1
195828,2,1
195853,2,1
195897,5,4
195947,2,1
195961,3,2
195986,4,2
196015,2,1
196036,2,1
196041,2,1
196048,3,2
196072,5,3
196073,2,1
196110,2,1
196121,3,1
196341,35,33
196557,4,2
196580,3,2
196695,2,1
196696,2,1
196711,2,1
196732,2,1
196813,3,2
196891,22,19
196911,2,1
196982,3,2
196996,2,1
197039,2,1
197042,2,1
197175,2,1
197177,3,1
197178,2,1
197189,3,2
197545,3,2
197580,2,1
197627,6,5
197634,2,1
197900,2,1
197913,4,3
197915,2,1
197965,2,1
198094,3,2
198119,2,1
198185,3,2
198226,3,1
198237,2,1
198334,3,2
198801,2,1
198810,2,1
198811,3,2
198860,3,2
198862,8,7
198863,3,2
198916,2,1
199003,5,4
199014,3,2
199026,2,1
199029,4,2
199030,3,2
199031,2,1
199092,2,1
199190,15,7
199298,4,3
199313,4,2
199422,2,1
199430,3,2
199482,4,2
199483,4,2
199489,2,1
199490,2,1
199558,2,1
199568,2,1
199578,2,1
199579,2,1
199658,2,1
199665,7,3
199702,2,1
199722,3,1
199749,2,1
199751,2,1
199753,2,1
199791,14,12
199792,9,8
199815,7,6
199828,2,1
199861,5,4
199911,2,1
200002,2,1
200048,2,1
200124,4,3
200166,3,2
200338,2,1
200345,3,2
200782,2,1
200813,2,1
200838,2,1
200848,2,1
200884,2,1
200925,2,1
200936,2,1
200974,2,1
201046,2,1
201101,2,1
201105,3,2
201107,2,1
201162,2,1
201174,4,2
201180,3,2
201202,2,1
201232,2,1
201244,2,1
201278,9,8
201296,2,1
201372,2,1
201490,4,2
201492,2,1
201564,2,1
201684,4,3
201735,2,1
201773,2,1
201838,2,1
201880,2,1
201886,2,1
201915,8,7
201953,2,1
202039,2,1
202040,2,1
202042,2,1
202043,2,1
202045,2,1
202166,2,1
202192,7,4
202204,2,1
202245,3,2
202290,2,1
202293,2,1
202310,5,2
202314,2,1
202459,2,1
202473,4,3
202625,2,1
202647,2,1
202673,3,1
202877,2,1
202924,3,2
202944,2,1
202957,2,1
202972,3,2
202976,2,1
202990,2,1
202996,14,12
203054,2,1
203099,2,1
203177,2,1
203468,2,1
203470,2,1
203570,2,1
203632,2,1
203653,4,1
203654,2,1
203686,28,25
203691,2,1
203772,2,1
204018,2,1
204020,2,1
204163,17,16
204214,2,1
204215,2,1
204222,2,1
204290,2,1
204366,2,1
204425,2,1
204450,2,1
204473,2,1
204475,2,1
204476,2,1
204477,2,1
204482,2,1
204486,2,1
204488,2,1
204492,2,1
204493,2,1
204498,2,1
204499,2,1
204509,2,1
204542,2,1
204544,2,1
204554,2,1
204596,2,1
204605,2,1
204614,2,1
204634,3,2
204637,3,2
204682,2,1
204694,2,1
204697,3,2
204698,2,1
204699,2,1
204700,2,1
204701,2,1
204703,2,1
204704,2,1
204705,2,1
204708,2,1
204709,6,5
204711,2,1
204712,2,1
204713,4,3
204714,2,1
204715,2,1
204716,2,1
204717,2,1
204718,2,1
204719,3,2
204720,2,1
204722,2,1
204724,2,1
204730,2,1
204732,2,1
204733,2,1
204734,2,1
204735,2,1
204839,2,1
204843,3,2
204855,2,1
204897,2,1
204930,2,1
204947,2,1
205097,2,1
205165,3,2
205193,3,2
205281,2,1
205418,3,2
205491,3,2
205494,2,1
205519,2,1
205580,3,2
205878,2,1
206105,2,1
206223,2,1
206605,2,1
206870,2,1
206871,2,1
206886,2,1
206989,3,1
206990,2,1
206991,2,1
206992,3,1
207004,2,1
207076,2,1
207128,15,11
207179,2,1
207187,2,1
207198,6,4
207254,2,1
207337,2,1
207560,3,1
207564,2,1
207634,2,1
207636,2,1
207637,2,1
207638,2,1
207639,2,1
207641,2,1
207642,2,1
207643,2,1
207645,2,1
207646,2,1
207647,2,1
207648,2,1
207649,2,1
207650,2,1
207651,2,1
207652,2,1
207653,2,1
207655,2,1
207656,2,1
207657,2,1
207658,2,1
207661,2,1
207662,2,1
207663,2,1
207664,2,1
207665,2,1
207666,2,1
207667,2,1
207668,2,1
207670,2,1
207671,2,1
207673,2,1
207674,2,1
207675,2,1
207676,2,1
207677,2,1
207678,2,1
207680,2,1
207684,4,3
207772,10,5
207876,2,1
207909,11,7
207918,4,3
208067,3,2
208092,2,1
208094,2,1
208156,10,5
208178,7,4
208435,7,5
208472,5,4
208607,7,6
208641,4,3
208694,11,10
208729,2,1
208734,2,1
208792,3,2
208889,5,4
208898,8,5
208900,2,1
208913,2,1
209087,2,1
209127,4,3
209154,2,1
209198,3,2
209246,3,2
209470,5,3
209740,2,1
209785,2,1
209865,14,13
209900,4,2
209905,2,1
209993,2,1
209996,2,1
209998,2,1
210001,2,1
210006,2,1
210009,2,1
210010,3,2
210011,3,1
210066,2,1
210135,2,1
210248,2,1
210309,7,6
210342,4,3
210360,2,1
210456,6,3
210461,2,1
210485,2,1
210488,2,1
210489,2,1
210492,2,1
210604,5,4
210633,2,1
210654,5,3
210714,2,1
210946,2,1
210995,2,1
211063,3,2
211196,3,2
211198,2,1
211328,8,7
211757,2,1
211802,2,1
211826,2,1
211834,2,1
211920,2,1
211933,2,1
211958,2,1
212007,3,2
212079,3,2
212213,4,2
212248,2,1
212358,4,3
212413,2,1
212426,4,2
212442,10,4
212540,2,1
212584,4,3
212587,2,1
212588,2,1
212733,5,2
212735,2,1
212739,3,2
212740,2,1
212743,4,2
212753,2,1
212760,2,1
212780,2,1
212798,3,2
212799,2,1
212884,3,2
212901,2,1
213042,2,1
213310,15,13
213437,2,1
213438,2,1
213451,2,1
213452,2,1
213455,2,1
213458,2,1
213459,2,1
213460,2,1
213678,2,1
213807,2,1
213942,2,1
213972,2,1
213980,2,1
213999,2,1
214021,2,1
214160,2,1
214162,3,2
214244,11,9
214351,2,1
214373,5,4
214376,4,3
214384,18,16
214390,2,1
214438,3,2
214557,9,8
214623,3,2
214627,3,2
214633,3,2
214637,2,1
214673,4,3
214732,9,8
214761,2,1
214970,4,3
214972,2,1
215238,2,1
215452,3,2
215527,2,1
215528,2,1
215529,2,1
215530,2,1
215531,3,2
215532,2,1
215533,5,2
215540,2,1
215886,2,1
215991,2,1
215994,2,1
216140,2,1
216141,2,1
216218,6,3
216304,10,7
216314,4,3
216337,2,1
216356,4,2
216465,7,3
216582,3,2
216584,4,2
216605,3,2
216880,6,3
216892,3,2
216897,5,4
216909,2,1
216919,2,1
217193,2,1
217195,2,1
217197,3,2
217230,2,1
217246,2,1
217326,2,1
217375,2,1
217385,3,2
217445,2,1
217480,7,6
217487,3,1
217542,8,6
217616,2,1
217633,2,1
217643,13,9
217958,3,2
217962,3,2
217966,5,4
218082,2,1
218202,2,1
218203,2,1
218204,2,1
218393,2,1
218440,3,2
218501,4,1
218502,3,1
218503,5,2
218504,4,1
218509,3,1
218514,3,2
218526,2,1
218527,3,2
218531,2,1
218533,2,1
218538,2,1
218540,2,1
218542,2,1
218729,2,1
218826,2,1
218889,2,1
219164,2,1
219202,2,1
219365,4,3
219443,2,1
219671,3,2
219688,7,6
219750,5,4
219780,3,1
219860,2,1
219940,2,1
220053,6,3
220159,2,1
220161,2,1
220174,5,2
220246,3,2
220273,5,4
220276,8,6
220327,4,5
220329,5,4
220332,3,2
220479,2,1
220557,2,1
220603,2,1
220706,3,2
220734,2,1
220798,3,2
220799,2,1
220800,3,2
220817,3,2
220818,2,1
220819,2,1
220820,2,1
220837,3,1
221008,2,1
221096,10,3
221138,3,2
221186,4,5
221241,2,1
221249,2,1
221283,2,1
221331,2,1
221364,1,2
221414,2,1
221475,5,4
221480,2,1
221515,9,8
221577,2,1
221580,2,1
221678,4,2
221682,2,1
221728,2,1
221733,2,1
221739,2,1
221792,2,1
221819,11,10
221838,5,4
222002,2,1
222031,2,1
222047,2,1
222069,2,1
222070,2,1
222072,2,1
222083,6,5
222334,2,1
222335,2,1
